product_id,sku,name,brand,category,subcategory,price,unit_cost,weight_oz,is_store_brand,is_rx,popularity_score,avg_units_per_store_per_week,rx_generic_name,rx_therapeutic_class,rx_days_supply
50,085513232698,"CVS Health Diaper Rash Cream Maximum Strength, 8 OZ",CVS Health,Baby & Childcare,Cream,9.28,3.22,8.9,True,False,0.4099,8.45,,,
51,074536816862,"CVS Health Diaper Rash Cream Maximum Strength, 8 OZ Family Size",CVS Health,Baby & Childcare,Cream,20.42,5.45,17.6,True,False,0.3525,3.0,,,
52,082863057698,CVS Health Infant Formula Gentle Powder,CVS Health,Baby & Childcare,Powder,24.99,6.37,8.0,True,False,0.4633,6.34,,,
53,038216152466,CVS Health Infant Formula Gentle Powder 2 Pack,CVS Health,Baby & Childcare,Powder,46.23,14.22,13.3,True,False,0.4004,12.93,,,
54,017074262579,"CVS Health Premium Diapers Size 1, 16 Pack",CVS Health,Baby & Childcare,Diapers,15.73,4.13,128.0,True,False,0.5624,6.35,,,
55,029624914708,"CVS Health Premium Diapers Size 1, 24 Pack",CVS Health,Baby & Childcare,Diapers,21.58,7.37,192.0,True,False,0.5648,8.94,,,
56,000885883682,"CVS Health Premium Diapers Size 1, 8 Pack",CVS Health,Baby & Childcare,Diapers,8.99,3.41,64.0,True,False,0.5499,7.62,,,
57,041334879931,"CVS Health Premium Diapers Size 2, 16 Pack",CVS Health,Baby & Childcare,Diapers,15.73,4.04,128.0,True,False,0.5457,5.47,,,
58,049628764772,"CVS Health Premium Diapers Size 2, 24 Pack",CVS Health,Baby & Childcare,Diapers,21.58,5.99,192.0,True,False,0.5573,8.17,,,
59,088149482727,"CVS Health Premium Diapers Size 2, 8 Pack",CVS Health,Baby & Childcare,Diapers,8.99,2.32,64.0,True,False,0.5006,6.66,,,
60,029049377669,"CVS Health Premium Diapers Size 3, 16 Pack",CVS Health,Baby & Childcare,Diapers,16.61,5.5,128.0,True,False,0.4992,7.17,,,
61,016454895123,"CVS Health Premium Diapers Size 3, 24 Pack",CVS Health,Baby & Childcare,Diapers,22.78,5.78,192.0,True,False,0.4735,10.3,,,
62,003347383263,"CVS Health Premium Diapers Size 3, 8 Pack",CVS Health,Baby & Childcare,Diapers,9.49,3.64,64.0,True,False,0.5113,14.07,,,
63,057122610174,"CVS Health Premium Diapers Size 4, 16 Pack",CVS Health,Baby & Childcare,Diapers,17.48,6.75,128.0,True,False,0.4535,12.72,,,
64,099801881109,"CVS Health Premium Diapers Size 4, 24 Pack",CVS Health,Baby & Childcare,Diapers,23.98,8.12,192.0,True,False,0.4976,12.09,,,
65,050077753514,"CVS Health Premium Diapers Size 4, 8 Pack",CVS Health,Baby & Childcare,Diapers,9.99,3.01,64.0,True,False,0.5036,12.95,,,
66,074062148758,"CVS Health Premium Diapers Size 5, 16 Pack",CVS Health,Baby & Childcare,Diapers,18.36,5.79,128.0,True,False,0.4534,8.13,,,
67,010556740503,"CVS Health Premium Diapers Size 5, 24 Pack",CVS Health,Baby & Childcare,Diapers,25.18,9.05,192.0,True,False,0.4234,11.82,,,
68,056145021608,"CVS Health Premium Diapers Size 5, 8 Pack",CVS Health,Baby & Childcare,Diapers,10.49,2.71,64.0,True,False,0.4191,4.31,,,
69,016922024635,"CVS Health Training Pants Boys 2T-3T, 12 Pack",CVS Health,Baby & Childcare,Training Pants,23.37,7.2,96.0,True,False,0.379,3.89,,,
70,086008761969,"CVS Health Training Pants Boys 2T-3T, 4 Pack",CVS Health,Baby & Childcare,Training Pants,8.99,3.16,32.0,True,False,0.3893,4.43,,,
71,087248485196,"CVS Health Training Pants Boys 2T-3T, 8 Pack",CVS Health,Baby & Childcare,Training Pants,16.63,6.5,64.0,True,False,0.3787,2.85,,,
72,091977697348,"CVS Health Training Pants Girls 2T-3T, 12 Pack",CVS Health,Baby & Childcare,Training Pants,23.37,7.85,96.0,True,False,0.3109,3.27,,,
73,083402336229,"CVS Health Training Pants Girls 2T-3T, 4 Pack",CVS Health,Baby & Childcare,Training Pants,8.99,2.95,32.0,True,False,0.3105,1.65,,,
74,028278398162,"CVS Health Training Pants Girls 2T-3T, 8 Pack",CVS Health,Baby & Childcare,Training Pants,16.63,5.11,64.0,True,False,0.3541,3.98,,,
75,006152270841,"Desitin Daily Defense Cream, 16 OZ",Desitin,Baby & Childcare,Cream,19.18,10.26,17.3,False,False,0.4564,4.58,,,
76,099581069612,"Desitin Daily Defense Cream, 16 OZ Club Pack",Desitin,Baby & Childcare,Cream,57.54,20.31,46.7,False,False,0.3582,4.2,,,
77,014612772903,"Desitin Daily Defense Cream, 4 OZ",Desitin,Baby & Childcare,Cream,7.99,4.32,4.7,False,False,0.4594,4.03,,,
78,093316394505,"Desitin Daily Defense Cream, 4 OZ Super Size",Desitin,Baby & Childcare,Cream,15.58,6.23,8.2,False,False,0.388,3.17,,,
79,068266585822,"Desitin Daily Defense Cream, 8 OZ",Desitin,Baby & Childcare,Cream,12.38,5.17,8.9,False,False,0.4884,7.74,,,
80,009031536458,"Desitin Daily Defense Cream, 8 OZ Bulk Pack",Desitin,Baby & Childcare,Cream,43.33,20.5,28.0,False,False,0.4164,7.34,,,
81,009967009767,"Desitin Maximum Strength Original Paste Diaper Rash Cream, 16 OZ",Desitin,Baby & Childcare,Cream,23.98,11.55,17.3,False,False,0.5483,12.39,,,
82,003160058379,"Desitin Maximum Strength Original Paste Diaper Rash Cream, 16 OZ Bonus Size",Desitin,Baby & Childcare,Cream,39.57,20.26,25.7,False,False,0.4882,10.3,,,
83,029917863546,"Desitin Maximum Strength Original Paste Diaper Rash Cream, 16 OZ Family Size",Desitin,Baby & Childcare,Cream,52.76,19.78,34.3,False,False,0.479,9.82,,,
84,084761582937,"Desitin Maximum Strength Original Paste Diaper Rash Cream, 4 OZ",Desitin,Baby & Childcare,Cream,9.99,4.14,4.7,False,False,0.5194,6.17,,,
85,082661779754,"Desitin Maximum Strength Original Paste Diaper Rash Cream, 4 OZ Bulk Pack",Desitin,Baby & Childcare,Cream,34.97,13.49,14.8,False,False,0.4761,8.55,,,
86,090897732993,"Desitin Maximum Strength Original Paste Diaper Rash Cream, 4 OZ Max Pack",Desitin,Baby & Childcare,Cream,25.97,11.37,11.0,False,False,0.4568,8.6,,,
87,092151741710,"Desitin Maximum Strength Original Paste Diaper Rash Cream, 8 OZ",Desitin,Baby & Childcare,Cream,15.48,8.41,8.9,False,False,0.59,8.76,,,
88,074339464574,"Desitin Maximum Strength Original Paste Diaper Rash Cream, 8 OZ Club Pack",Desitin,Baby & Childcare,Cream,46.44,24.1,24.0,False,False,0.5487,5.61,,,
89,011845566026,"Desitin Maximum Strength Original Paste Diaper Rash Cream, 8 OZ Economy Pack",Desitin,Baby & Childcare,Cream,38.7,14.0,20.0,False,False,0.5015,14.27,,,
90,014038809474,"Desitin Rapid Relief Cream, 16 OZ",Desitin,Baby & Childcare,Cream,21.58,8.75,17.3,False,False,0.442,10.32,,,
91,012627391188,"Desitin Rapid Relief Cream, 16 OZ Club Pack",Desitin,Baby & Childcare,Cream,64.74,26.73,46.7,False,False,0.3841,1.26,,,
92,081227907280,"Desitin Rapid Relief Cream, 4 OZ",Desitin,Baby & Childcare,Cream,8.99,3.47,4.7,False,False,0.4532,12.19,,,
93,021684292062,"Desitin Rapid Relief Cream, 4 OZ Max Pack",Desitin,Baby & Childcare,Cream,23.37,9.47,11.0,False,False,0.3835,4.48,,,
94,054456803784,"Desitin Rapid Relief Cream, 8 OZ",Desitin,Baby & Childcare,Cream,13.93,5.23,8.9,False,False,0.4242,10.56,,,
95,060337541966,"Desitin Rapid Relief Cream, 8 OZ Bonus Size",Desitin,Baby & Childcare,Cream,22.98,8.72,13.2,False,False,0.3482,3.47,,,
96,063570067361,Enfamil A.R. Infant Formula for Spit-Up Powder,Enfamil,Baby & Childcare,Powder,38.99,14.03,8.0,False,False,0.4087,4.37,,,
97,083681939630,Enfamil A.R. Infant Formula for Spit-Up Powder 3 Pack,Enfamil,Baby & Childcare,Powder,103.32,36.96,19.1,False,False,0.362,3.74,,,
98,095659935124,Enfamil Gentlease Infant Formula Powder,Enfamil,Baby & Childcare,Powder,37.99,19.84,8.0,False,False,0.5827,9.96,,,
99,080901860941,Enfamil Gentlease Infant Formula Powder 2 Pack,Enfamil,Baby & Childcare,Powder,70.28,25.19,13.3,False,False,0.5267,11.61,,,
100,010068242786,Enfamil Gentlease Infant Formula Powder Twin Pack,Enfamil,Baby & Childcare,Powder,70.28,25.45,13.3,False,False,0.5087,11.57,,,
101,076914177343,Enfamil NeuroPro Infant Formula Powder,Enfamil,Baby & Childcare,Powder,37.99,15.26,8.0,False,False,0.6405,6.09,,,
102,083445762023,Enfamil NeuroPro Infant Formula Powder 2 Pack,Enfamil,Baby & Childcare,Powder,70.28,34.13,13.3,False,False,0.5739,13.29,,,
103,014983398894,Enfamil NeuroPro Infant Formula Powder Twin Pack,Enfamil,Baby & Childcare,Powder,70.28,29.56,13.3,False,False,0.5721,11.62,,,
104,001291047408,Enfamil NeuroPro Infant Formula Ready to Use,Enfamil,Baby & Childcare,Liquid,10.99,5.17,8.0,False,False,0.481,7.2,,,
105,037496885927,Enfamil NeuroPro Infant Formula Ready to Use Twin Pack,Enfamil,Baby & Childcare,Liquid,20.33,7.43,13.3,False,False,0.3915,2.78,,,
106,016064467666,Enfamil Poly-Vi-Sol Multivitamin Drops,Enfamil,Baby & Childcare,Liquid,11.99,5.42,8.0,False,False,0.3498,1.95,,,
107,044402030296,Enfamil Poly-Vi-Sol Multivitamin Drops 3 Pack,Enfamil,Baby & Childcare,Liquid,31.77,13.19,19.1,False,False,0.2837,2.49,,,
108,043081669230,Enfamil ProSobee Soy-Based Infant Formula Powder,Enfamil,Baby & Childcare,Powder,36.99,19.03,8.0,False,False,0.3609,2.66,,,
109,075729887577,Enfamil ProSobee Soy-Based Infant Formula Powder 3 Pack,Enfamil,Baby & Childcare,Powder,98.02,46.89,19.1,False,False,0.2787,4.5,,,
110,001828722174,"Huggies Little Movers Diapers Size 3, 16 Pack",Huggies,Baby & Childcare,Diapers,23.61,8.94,128.0,False,False,0.7278,24.41,,,
111,038285915962,"Huggies Little Movers Diapers Size 3, 24 Pack",Huggies,Baby & Childcare,Diapers,32.38,16.44,192.0,False,False,0.7363,24.73,,,
112,024011695802,"Huggies Little Movers Diapers Size 3, 8 Pack",Huggies,Baby & Childcare,Diapers,13.49,5.82,64.0,False,False,0.6827,10.82,,,
113,077801162336,"Huggies Little Movers Diapers Size 4, 16 Pack",Huggies,Baby & Childcare,Diapers,24.48,10.87,128.0,False,False,0.6992,14.68,,,
114,075436017892,"Huggies Little Movers Diapers Size 4, 24 Pack",Huggies,Baby & Childcare,Diapers,33.58,15.93,192.0,False,False,0.6722,4.92,,,
115,049163941447,"Huggies Little Movers Diapers Size 4, 8 Pack",Huggies,Baby & Childcare,Diapers,13.99,5.02,64.0,False,False,0.6439,14.16,,,
116,063009255260,"Huggies Little Movers Diapers Size 5, 16 Pack",Huggies,Baby & Childcare,Diapers,25.36,13.5,128.0,False,False,0.5774,3.31,,,
117,097940471762,"Huggies Little Movers Diapers Size 5, 24 Pack",Huggies,Baby & Childcare,Diapers,34.78,16.41,192.0,False,False,0.6291,12.7,,,
118,095241626232,"Huggies Little Movers Diapers Size 5, 8 Pack",Huggies,Baby & Childcare,Diapers,14.49,6.55,64.0,False,False,0.5787,12.37,,,
119,062720266586,"Huggies Little Snugglers Diapers Size 1, 16 Pack",Huggies,Baby & Childcare,Diapers,22.73,10.27,128.0,False,False,0.8013,34.1,,,
120,002551498909,"Huggies Little Snugglers Diapers Size 1, 24 Pack",Huggies,Baby & Childcare,Diapers,31.18,13.06,192.0,False,False,0.8107,20.17,,,
121,027540305648,"Huggies Little Snugglers Diapers Size 1, 8 Pack",Huggies,Baby & Childcare,Diapers,12.99,6.7,64.0,False,False,0.7735,13.24,,,
122,033150431592,"Huggies Little Snugglers Diapers Size 2, 16 Pack",Huggies,Baby & Childcare,Diapers,22.73,11.26,128.0,False,False,0.7265,26.48,,,
123,024836194467,"Huggies Little Snugglers Diapers Size 2, 24 Pack",Huggies,Baby & Childcare,Diapers,31.18,17.14,192.0,False,False,0.7181,14.98,,,
124,069835573387,"Huggies Little Snugglers Diapers Size 2, 8 Pack",Huggies,Baby & Childcare,Diapers,12.99,4.75,64.0,False,False,0.7113,47.55,,,
125,039429137356,"Huggies Natural Care Sensitive Baby Wipes Unscented, 12 Pack",Huggies,Baby & Childcare,Wipes,6.28,2.48,96.0,False,False,0.7685,31.13,,,
126,078628024647,"Huggies Natural Care Sensitive Baby Wipes Unscented, 24 Pack",Huggies,Baby & Childcare,Wipes,11.17,5.19,192.0,False,False,0.7355,32.83,,,
127,005000971978,"Huggies Natural Care Sensitive Baby Wipes Unscented, 6 Pack",Huggies,Baby & Childcare,Wipes,3.49,1.51,48.0,False,False,0.7753,39.86,,,
128,055805332245,"Huggies Overnites Nighttime Diapers Size 4, 16 Pack",Huggies,Baby & Childcare,Diapers,26.23,13.63,128.0,False,False,0.5003,9.33,,,
129,033907046734,"Huggies Overnites Nighttime Diapers Size 4, 24 Pack",Huggies,Baby & Childcare,Diapers,35.98,12.96,192.0,False,False,0.4831,8.67,,,
130,056126112264,"Huggies Overnites Nighttime Diapers Size 4, 8 Pack",Huggies,Baby & Childcare,Diapers,14.99,6.82,64.0,False,False,0.4645,8.29,,,
131,007982318369,"Huggies Pull-Ups Training Pants Boys 2T-3T, 12 Pack",Huggies,Baby & Childcare,Training Pants,33.77,13.64,96.0,False,False,0.5628,13.03,,,
132,017700975033,"Huggies Pull-Ups Training Pants Boys 2T-3T, 4 Pack",Huggies,Baby & Childcare,Training Pants,12.99,5.31,32.0,False,False,0.5341,5.93,,,
133,099434107881,"Huggies Pull-Ups Training Pants Boys 2T-3T, 8 Pack",Huggies,Baby & Childcare,Training Pants,24.03,9.58,64.0,False,False,0.5215,12.21,,,
134,097970316538,"Huggies Pull-Ups Training Pants Boys 3T-4T, 12 Pack",Huggies,Baby & Childcare,Training Pants,33.77,14.26,96.0,False,False,0.5329,8.47,,,
135,000519431838,"Huggies Pull-Ups Training Pants Boys 3T-4T, 4 Pack",Huggies,Baby & Childcare,Training Pants,12.99,6.49,32.0,False,False,0.5359,4.39,,,
136,029004842058,"Huggies Pull-Ups Training Pants Boys 3T-4T, 8 Pack",Huggies,Baby & Childcare,Training Pants,24.03,9.57,64.0,False,False,0.5304,11.79,,,
137,065030044165,"Huggies Pull-Ups Training Pants Girls 2T-3T, 12 Pack",Huggies,Baby & Childcare,Training Pants,33.77,17.76,96.0,False,False,0.4849,7.34,,,
138,001715144751,"Huggies Pull-Ups Training Pants Girls 2T-3T, 4 Pack",Huggies,Baby & Childcare,Training Pants,12.99,5.46,32.0,False,False,0.4977,9.07,,,
139,011661813311,"Huggies Pull-Ups Training Pants Girls 2T-3T, 8 Pack",Huggies,Baby & Childcare,Training Pants,24.03,12.81,64.0,False,False,0.504,10.84,,,
140,011880775469,"Huggies Pull-Ups Training Pants Girls 3T-4T, 12 Pack",Huggies,Baby & Childcare,Training Pants,33.77,15.91,96.0,False,False,0.4796,8.39,,,
141,056139440170,"Huggies Pull-Ups Training Pants Girls 3T-4T, 4 Pack",Huggies,Baby & Childcare,Training Pants,12.99,5.63,32.0,False,False,0.4901,9.83,,,
142,027078267036,"Huggies Pull-Ups Training Pants Girls 3T-4T, 8 Pack",Huggies,Baby & Childcare,Training Pants,24.03,12.38,64.0,False,False,0.4742,4.5,,,
143,065140485124,"Huggies Simply Clean Baby Wipes Unscented, 12 Pack",Huggies,Baby & Childcare,Wipes,5.38,2.46,96.0,False,False,0.6338,12.32,,,
144,040359281002,"Huggies Simply Clean Baby Wipes Unscented, 24 Pack",Huggies,Baby & Childcare,Wipes,9.57,4.13,192.0,False,False,0.6057,10.02,,,
145,054540788812,"Huggies Simply Clean Baby Wipes Unscented, 6 Pack",Huggies,Baby & Childcare,Wipes,2.99,1.13,48.0,False,False,0.6278,6.12,,,
146,015950304368,"Johnson's Baby Lotion, 12 OZ",Johnson's,Baby & Childcare,Lotion,5.99,2.44,13.1,False,False,0.625,6.77,,,
147,042311739897,"Johnson's Baby Lotion, 12 OZ Stock Up Size",Johnson's,Baby & Childcare,Lotion,14.38,5.27,28.3,False,False,0.5477,8.05,,,
148,060249300385,"Johnson's Baby Lotion, 12 OZ Value Size",Johnson's,Baby & Childcare,Lotion,10.78,5.89,21.2,False,False,0.5792,9.91,,,
149,071460784120,"Johnson's Baby Lotion, 16 OZ",Johnson's,Baby & Childcare,Lotion,7.19,3.43,17.3,False,False,0.6574,12.27,,,
150,065439463086,"Johnson's Baby Lotion, 16 OZ Economy Pack",Johnson's,Baby & Childcare,Lotion,17.98,9.53,38.9,False,False,0.5603,13.52,,,
151,099515649590,"Johnson's Baby Lotion, 16 OZ Family Size",Johnson's,Baby & Childcare,Lotion,15.82,5.59,34.3,False,False,0.606,4.45,,,
152,076528946533,"Johnson's Baby Lotion, 20 OZ",Johnson's,Baby & Childcare,Lotion,8.69,3.5,21.5,False,False,0.6246,9.65,,,
153,094626912908,"Johnson's Baby Lotion, 20 OZ Economy Pack",Johnson's,Baby & Childcare,Lotion,21.72,11.64,48.4,False,False,0.5594,11.91,,,
154,052682894958,"Johnson's Baby Lotion, 20 OZ Family Size",Johnson's,Baby & Childcare,Lotion,19.12,7.18,42.6,False,False,0.5616,3.41,,,
155,026452963465,"Johnson's Baby Oil, 12 OZ",Johnson's,Baby & Childcare,Oil,7.14,3.12,13.1,False,False,0.5294,11.28,,,
156,026698604658,"Johnson's Baby Oil, 12 OZ Bulk Pack",Johnson's,Baby & Childcare,Oil,24.99,13.69,41.3,False,False,0.4555,4.59,,,
157,065977873231,"Johnson's Baby Oil, 12 OZ Jumbo Pack",Johnson's,Baby & Childcare,Oil,19.99,10.46,33.0,False,False,0.482,14.02,,,
158,068776051893,"Johnson's Baby Oil, 16 OZ",Johnson's,Baby & Childcare,Oil,8.78,4.66,17.3,False,False,0.5263,7.25,,,
159,003578578551,"Johnson's Baby Oil, 16 OZ Max Pack",Johnson's,Baby & Childcare,Oil,22.83,9.83,40.5,False,False,0.4724,9.68,,,
160,066646315472,"Johnson's Baby Oil, 16 OZ Stock Up Size",Johnson's,Baby & Childcare,Oil,21.07,10.37,37.4,False,False,0.4572,4.43,,,
161,045121066580,"Johnson's Baby Oil, 8 OZ",Johnson's,Baby & Childcare,Oil,5.49,2.91,8.9,False,False,0.5207,13.78,,,
